population_id,population_kind,case_id,candidate_id,model,sequence_length,phase,mathematical_operation,implementation_kind,exact_endpoint_or_region,proof_unit_bound,legacy_observed_role,legacy_observed_verdict,legacy_flash_verdict,legacy_generalizable_verdict,legacy_evidence,legacy_evidence_only,claim_boundary,formation_local,formation_parameter_gradient,formation_effective_update,first_confirmed_bias_stage,formation_label_source
endpoint::mamba:seq256:backward:22298:output_0,ENDPOINT_UNIT,,mamba:seq256:backward:22298:output_0,mamba,256,BACKWARD,mm,EXTERN,backward:graph0:mm_default_4574,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=487a5303d7940bd95d102b3ada4fd5a96cfaff15d6061955dac0a0a8b6a3b712,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:backward:22791:out_ptr23,ENDPOINT_UNIT,,mamba:seq256:backward:22791:out_ptr23,mamba,256,BACKWARD,add,TRITON,backward:graph0:add_14311,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=19b68bd2f7f4c0172e8e7be8b720be6fde725af2aa589339d203135b29c308e7,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:backward:22791:out_ptr24,ENDPOINT_UNIT,,mamba:seq256:backward:22791:out_ptr24,mamba,256,BACKWARD,add,TRITON,backward:graph0:add_14315,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=e7833e9cf10774b9e5d8dccf02b2259871bc791e3a77817d1dcc17c283a22b2d,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:backward:22791:out_ptr25,ENDPOINT_UNIT,,mamba:seq256:backward:22791:out_ptr25,mamba,256,BACKWARD,add,TRITON,backward:graph0:add_14319,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=3a1d88051f9ba1062c9d08e51b3fc55efdc9f971f1b3f704513b979c845144d0,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:backward:22791:out_ptr26,ENDPOINT_UNIT,,mamba:seq256:backward:22791:out_ptr26,mamba,256,BACKWARD,add,TRITON,backward:graph0:add_14323,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=88ee275b58641f077095922de58d190bc81048494fdd804738f4cc9a51f249f3,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:backward:22791:out_ptr27,ENDPOINT_UNIT,,mamba:seq256:backward:22791:out_ptr27,mamba,256,BACKWARD,add,TRITON,backward:graph0:add_14327,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=03a91d37ee1fcd7939567b57dc31a4c25b491f513a089e5f10ed7a06781c8d07,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:backward:22791:out_ptr28,ENDPOINT_UNIT,,mamba:seq256:backward:22791:out_ptr28,mamba,256,BACKWARD,add,TRITON,backward:graph0:add_14331,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=2a2d768359ad659a662a69b96f1b8acbc47b8963cf1aea6f6b851a2110759784,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:backward:22791:out_ptr29,ENDPOINT_UNIT,,mamba:seq256:backward:22791:out_ptr29,mamba,256,BACKWARD,add,TRITON,backward:graph0:add_14335,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=b86a50611c97f6f7188c0a52ef214114a270a93e7983d5cc0d7061e4876fe736,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:backward:22791:out_ptr30,ENDPOINT_UNIT,,mamba:seq256:backward:22791:out_ptr30,mamba,256,BACKWARD,add,TRITON,backward:graph0:add_14339,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=b8cd8d207812bf3c3120916faede4ca90a234d9fda4ab6c8ab9775bbb5424925,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:backward:22791:out_ptr31,ENDPOINT_UNIT,,mamba:seq256:backward:22791:out_ptr31,mamba,256,BACKWARD,add,TRITON,backward:graph0:add_14343,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=84541d4f5dd1f9446a4e17a5357d5db570d0a7566863ff9162722de891964f4a,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:backward:22791:out_ptr32,ENDPOINT_UNIT,,mamba:seq256:backward:22791:out_ptr32,mamba,256,BACKWARD,add,TRITON,backward:graph0:add_14347,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=a33372d7847441bb4aa233126506ef1c75b2f162de2ffa36ad5a43d364198f41,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:backward:22791:out_ptr33,ENDPOINT_UNIT,,mamba:seq256:backward:22791:out_ptr33,mamba,256,BACKWARD,add,TRITON,backward:graph0:add_14351,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=c9539ceb0d895147a8203d4833642b6ae6fe47ff2e49a668479e0b5df3e21088,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:backward:22791:out_ptr34,ENDPOINT_UNIT,,mamba:seq256:backward:22791:out_ptr34,mamba,256,BACKWARD,add,TRITON,backward:graph0:add_14355,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=c29ff6524db8e710144a59baf3cdbaee2429c4447b86f77acbc772ba5920867a,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:backward:22791:out_ptr35,ENDPOINT_UNIT,,mamba:seq256:backward:22791:out_ptr35,mamba,256,BACKWARD,add,TRITON,backward:graph0:add_14359,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=c6b74283473c7a989696badf1abf0258b906f2abeb06f1bec8c44c50ec9fb7b6,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:backward:22791:out_ptr36,ENDPOINT_UNIT,,mamba:seq256:backward:22791:out_ptr36,mamba,256,BACKWARD,add,TRITON,backward:graph0:add_14363,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=ba6319a532697fe0f07c816351e813565a8a0987751e07930504b76f7dc1fe8f,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:backward:22791:out_ptr37,ENDPOINT_UNIT,,mamba:seq256:backward:22791:out_ptr37,mamba,256,BACKWARD,add,TRITON,backward:graph0:add_14367,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=a851f90084786dfb6b6849cf8a353b386d44ca31fc7e9ccda7e464693761d669,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:backward:22791:out_ptr38,ENDPOINT_UNIT,,mamba:seq256:backward:22791:out_ptr38,mamba,256,BACKWARD,add,TRITON,backward:graph0:add_14371,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=e3c3ba2ebc9100b13371f574bed819fe4670767345d86461a1ffbdb28fbe7a4e,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:backward:22791:out_ptr39,ENDPOINT_UNIT,,mamba:seq256:backward:22791:out_ptr39,mamba,256,BACKWARD,add,TRITON,backward:graph0:add_14375,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=8d6bc29dea557f7b5f4a6e5bbcc5bb96be6ca674262a67f074301e63cbc9cd39,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:backward:22791:out_ptr40,ENDPOINT_UNIT,,mamba:seq256:backward:22791:out_ptr40,mamba,256,BACKWARD,add,TRITON,backward:graph0:add_14379,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=3a835605effc7dfd04302bdaa97873a291fad4bdb9e2cd87a3d542d1d01c0b67,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:backward:22791:out_ptr41,ENDPOINT_UNIT,,mamba:seq256:backward:22791:out_ptr41,mamba,256,BACKWARD,add,TRITON,backward:graph0:add_14383,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=04ecb3f1018215ec1ec365455615b2a9acd93471f6061c75392dfbb759354299,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:backward:22791:out_ptr42,ENDPOINT_UNIT,,mamba:seq256:backward:22791:out_ptr42,mamba,256,BACKWARD,add,TRITON,backward:graph0:add_14387,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=173707aa3268f267b76803f7da021cfb1c06b85f631b7d74f8b35c0d8db9d65a,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:backward:22791:out_ptr43,ENDPOINT_UNIT,,mamba:seq256:backward:22791:out_ptr43,mamba,256,BACKWARD,add,TRITON,backward:graph0:add_14391,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=0f38a14124f15da1a432fea0c99468190a81d6560fc97cf5a862b5d5e0c8a14a,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:backward:22791:out_ptr44,ENDPOINT_UNIT,,mamba:seq256:backward:22791:out_ptr44,mamba,256,BACKWARD,add,TRITON,backward:graph0:add_14395,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=7572e0daf5835b72340ad23adf64e0c6e0e53b9683969e949ac0319e154e547a,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:backward:22791:out_ptr45,ENDPOINT_UNIT,,mamba:seq256:backward:22791:out_ptr45,mamba,256,BACKWARD,add,TRITON,backward:graph0:add_14399,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=2ebf6541646af89ee5a0530251ec3894b3444efee13f2091dab19a8232ed5fec,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:backward:22791:out_ptr47,ENDPOINT_UNIT,,mamba:seq256:backward:22791:out_ptr47,mamba,256,BACKWARD,add,TRITON,backward:graph0:add_14407,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=57d0fdef276f3ec0dd47bf1c5c592aff0ac475e96a00f986776b528a2d37f1b5,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:backward:22981:output_0,ENDPOINT_UNIT,,mamba:seq256:backward:22981:output_0,mamba,256,BACKWARD,mm,EXTERN,backward:graph0:mm_default_4176,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=89b2d939750909a88e6e1faaa67d6d3ffa143f7f75abf93861f4ccc83bb7deca,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:backward:23067:in_out_ptr0,ENDPOINT_UNIT,,mamba:seq256:backward:23067:in_out_ptr0,mamba,256,BACKWARD,mul,TRITON,backward:graph0:mul_12692,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=bc42d20385d919699e4816d72e6312cc0f11bfd49bf50d96acd90166e71d99fd,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:backward:24465:output_0,ENDPOINT_UNIT,,mamba:seq256:backward:24465:output_0,mamba,256,BACKWARD,mm,EXTERN,backward:graph0:mm_default_3416,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=ba14da72104938a375c83f9333659e470e949d2eb4b0bf8b65c28e76dcd5ffa4,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:backward:25153:output_0,ENDPOINT_UNIT,,mamba:seq256:backward:25153:output_0,mamba,256,BACKWARD,mm,EXTERN,backward:graph0:mm_default_3144,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=f4d3ae2034c61a67a112cdcd53e883ca20c27c0106794bdd032bd646a0ad9a9a,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:backward:25651:output_0,ENDPOINT_UNIT,,mamba:seq256:backward:25651:output_0,mamba,256,BACKWARD,mm,EXTERN,backward:graph0:mm_default_2931,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=51b62bcd99b0c4a0a1c88ecf482291d05409e2983062df83987201b94dc66d9a,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:backward:25677:output_0,ENDPOINT_UNIT,,mamba:seq256:backward:25677:output_0,mamba,256,BACKWARD,mm,EXTERN,backward:graph0:mm_default_2905,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=b732b3d0a04b59babf5f750a4299e3389fbde6c46dc0fbcb169707be1a84c279,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:backward:25727:output_0,ENDPOINT_UNIT,,mamba:seq256:backward:25727:output_0,mamba,256,BACKWARD,mm,EXTERN,backward:graph0:mm_default_2855,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=d650244671882ab4f693bbde74320efaf7e0834fdb5a74952128ebc141e0b6da,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:backward:26863:out_ptr0,ENDPOINT_UNIT,,mamba:seq256:backward:26863:out_ptr0,mamba,256,BACKWARD,cat,TRITON,backward:graph0:cat_53,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=25be9d9c267f14a0c720113eddc09235a1928bc94409787d186ba45f6111e442,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:backward:27141:output_0,ENDPOINT_UNIT,,mamba:seq256:backward:27141:output_0,mamba,256,BACKWARD,mm,EXTERN,backward:graph0:mm_default_2296,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=de0221c0245feba55fc810a13d66d85faac66e53697681c705dcaec5589a9a51,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:backward:27153:output_0,ENDPOINT_UNIT,,mamba:seq256:backward:27153:output_0,mamba,256,BACKWARD,mm,EXTERN,backward:graph0:mm_default_2284,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=a589f5038956b975e81ce3064db51df97df1869960106506dcf655952c7bee92,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:backward:27261:output_0,ENDPOINT_UNIT,,mamba:seq256:backward:27261:output_0,mamba,256,BACKWARD,mm,EXTERN,backward:graph0:mm_default_2176,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=0a97a0f573a2ba172cc48983c314c1a378d41f54c87bc4a7a77b9a63fc4b0d26,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:backward:27677:out_ptr10,ENDPOINT_UNIT,,mamba:seq256:backward:27677:out_ptr10,mamba,256,BACKWARD,add,TRITON,backward:graph0:add_23769,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=9c0597eba199a53244c467d049e892af457a60d7f6de20fa42a5457475fef528,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:backward:28866:output_0,ENDPOINT_UNIT,,mamba:seq256:backward:28866:output_0,mamba,256,BACKWARD,mm,EXTERN,backward:graph0:mm_default_1426,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=1c1df0c4ddaadc0a1f2eaff6982c09fa39d4bb4ca035c7a3a42225b5747c16d0,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:backward:28940:output_0,ENDPOINT_UNIT,,mamba:seq256:backward:28940:output_0,mamba,256,BACKWARD,mm,EXTERN,backward:graph0:mm_default_1352,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=30ea1be4a5537de0ff5bda7cd31bc437fc01334ab0ed68810f2375fb52d462f2,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:backward:29315:output_0,ENDPOINT_UNIT,,mamba:seq256:backward:29315:output_0,mamba,256,BACKWARD,mm,EXTERN,backward:graph0:mm_default_1262,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=7a1aef6924abe35d133e7e29a8add81c044af4a5dff3d27b5e648e6f31f12185,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:backward:29456:output_0,ENDPOINT_UNIT,,mamba:seq256:backward:29456:output_0,mamba,256,BACKWARD,mm,EXTERN,backward:graph0:mm_default_1121,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=ff4f76fc12cd140b6372cbb0912fa7b684d3def21a177a16fafbe8cc6339e30b,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:backward:30044:output_0,ENDPOINT_UNIT,,mamba:seq256:backward:30044:output_0,mamba,256,BACKWARD,mm,EXTERN,backward:graph0:mm_default_818,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=88170c768419674c40b359cfdc3f3e9eceb3566e1f76f9c604eb51903458e09e,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:backward:30180:out_ptr15,ENDPOINT_UNIT,,mamba:seq256:backward:30180:out_ptr15,mamba,256,BACKWARD,add,TRITON,backward:graph0:add_27983,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=e62257aca65a0d8a2c10f22b28af33d2f1d00fda07b66266b8741a0ed0676853,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:backward:30180:out_ptr16,ENDPOINT_UNIT,,mamba:seq256:backward:30180:out_ptr16,mamba,256,BACKWARD,add,TRITON,backward:graph0:add_27987,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=d83414232f71e0ee1ab1731a4bf0c3c3f991e8c3a6d855e15765274756dcce9f,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:backward:30390:output_0,ENDPOINT_UNIT,,mamba:seq256:backward:30390:output_0,mamba,256,BACKWARD,mm,EXTERN,backward:graph0:mm_default_757,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=88fb2357ab4184aecc39158ab11dfb6f563d89a447600974d6b398c0fbbd9348,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:0:in_out_ptr0,ENDPOINT_UNIT,,mamba:seq256:forward:0:in_out_ptr0,mamba,256,FORWARD,rsqrt,TRITON,forward:graph0:rsqrt,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=61bfbfcc1a4aa646f3905b7dca8c1ce4d945d9de75d517b4e5ee33dcd14095d8,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:1047:out_ptr0,ENDPOINT_UNIT,,mamba:seq256:forward:1047:out_ptr0,mamba,256,FORWARD,add,TRITON,forward:graph0:add_393,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=86df321ea8895b1f1532bd950048fabd7afbcc0ec54beaf3907fdb36235f8950,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:1047:out_ptr1,ENDPOINT_UNIT,,mamba:seq256:forward:1047:out_ptr1,mamba,256,FORWARD,add,TRITON,forward:graph0:add_394,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=7cf5bccb5ae156f3c84312ac4a897580be5a8d09bc62ba193b502f1b2de3ccbb,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
